Name,SUBDIVISION,YEAR,ANNUAL
ROW522,Sub Himalayan West Bengal & Sikkim,1977,2906.4
ROW523,Sub Himalayan West Bengal & Sikkim,1978,2377.9
ROW524,Sub Himalayan West Bengal & Sikkim,1979,2511.7
ROW525,Sub Himalayan West Bengal & Sikkim,1980,3148.6
ROW526,Sub Himalayan West Bengal & Sikkim,1981,2969.3
ROW527,Sub Himalayan West Bengal & Sikkim,1982,2337.5
ROW528,Sub Himalayan West Bengal & Sikkim,1983,2838.7
ROW529,Sub Himalayan West Bengal & Sikkim,1984,2748.4
ROW530,Sub Himalayan West Bengal & Sikkim,1985,3037.9
ROW531,Sub Himalayan West Bengal & Sikkim,1986,2365.4
ROW532,Sub Himalayan West Bengal & Sikkim,1987,3185.5
ROW533,Sub Himalayan West Bengal & Sikkim,1988,3141.5
ROW534,Sub Himalayan West Bengal & Sikkim,1989,2854.6
ROW535,Sub Himalayan West Bengal & Sikkim,1990,3565.4
ROW536,Sub Himalayan West Bengal & Sikkim,1991,3072.2
ROW537,Sub Himalayan West Bengal & Sikkim,1992,2358.9
ROW538,Sub Himalayan West Bengal & Sikkim,1993,2895.9
ROW539,Sub Himalayan West Bengal & Sikkim,1994,2127.1
ROW540,Sub Himalayan West Bengal & Sikkim,1995,3557.7
ROW541,Sub Himalayan West Bengal & Sikkim,1996,2800.2
ROW542,Sub Himalayan West Bengal & Sikkim,1997,2551.4
ROW543,Sub Himalayan West Bengal & Sikkim,1998,3655.2
ROW544,Sub Himalayan West Bengal & Sikkim,1999,3323.3
ROW545,Sub Himalayan West Bengal & Sikkim,2000,2908.1
ROW546,Sub Himalayan West Bengal & Sikkim,2001,2612.6
ROW547,Sub Himalayan West Bengal & Sikkim,2002,2546.9
ROW548,Sub Himalayan West Bengal & Sikkim,2003,2723
ROW549,Sub Himalayan West Bengal & Sikkim,2004,2714.8
ROW550,Sub Himalayan West Bengal & Sikkim,2005,2807.7
ROW551,Sub Himalayan West Bengal & Sikkim,2006,2262.1
ROW552,Sub Himalayan West Bengal & Sikkim,2007,2638.7
ROW553,Sub Himalayan West Bengal & Sikkim,2008,2689.8
ROW554,Sub Himalayan West Bengal & Sikkim,2009,2324.7
ROW555,Sub Himalayan West Bengal & Sikkim,2010,2612.5
ROW556,Sub Himalayan West Bengal & Sikkim,2011,2418.8
ROW557,Sub Himalayan West Bengal & Sikkim,2012,2632.3
ROW558,Sub Himalayan West Bengal & Sikkim,2013,2406.1
ROW559,Sub Himalayan West Bengal & Sikkim,2014,2322.5
ROW560,Sub Himalayan West Bengal & Sikkim,2015,2518.5
ROW561,Sub Himalayan West Bengal & Sikkim,2016,2624.8
ROW562,Sub Himalayan West Bengal & Sikkim,2017,2684.8
ROW563,Gangetic West Bengal,1901,1487.7
ROW564,Gangetic West Bengal,1902,1347.6
ROW565,Gangetic West Bengal,1903,1354.3
ROW566,Gangetic West Bengal,1904,1383.1
ROW567,Gangetic West Bengal,1905,1667
ROW568,Gangetic West Bengal,1906,1395.5
ROW569,Gangetic West Bengal,1907,1337.1
ROW570,Gangetic West Bengal,1908,1399.8
ROW571,Gangetic West Bengal,1909,1697.7
ROW572,Gangetic West Bengal,1910,1385.9
ROW573,Gangetic West Bengal,1911,1264.9
ROW574,Gangetic West Bengal,1912,1347.4
ROW575,Gangetic West Bengal,1913,1826.8
ROW576,Gangetic West Bengal,1914,1383.8
ROW577,Gangetic West Bengal,1915,1310.3
ROW578,Gangetic West Bengal,1916,1600.5
ROW579,Gangetic West Bengal,1917,1775.7
ROW580,Gangetic West Bengal,1918,1395.3
ROW581,Gangetic West Bengal,1919,1482.3
ROW582,Gangetic West Bengal,1920,1363.5
ROW583,Gangetic West Bengal,1921,1300.2
ROW584,Gangetic West Bengal,1922,1655.7
ROW585,Gangetic West Bengal,1923,1285.2
ROW586,Gangetic West Bengal,1924,1266.5
ROW587,Gangetic West Bengal,1925,1273.7
ROW588,Gangetic West Bengal,1926,1705.2
ROW589,Gangetic West Bengal,1927,1190.7
ROW590,Gangetic West Bengal,1928,1625
ROW591,Gangetic West Bengal,1929,1557.4
ROW592,Gangetic West Bengal,1930,1381
ROW593,Gangetic West Bengal,1931,1475.7
ROW594,Gangetic West Bengal,1932,1306.8
ROW595,Gangetic West Bengal,1933,1867.1
ROW596,Gangetic West Bengal,1934,1117.6
ROW597,Gangetic West Bengal,1935,1015.1
ROW598,Gangetic West Bengal,1936,1505.7
ROW599,Gangetic West Bengal,1937,1522.5
ROW600,Gangetic West Bengal,1938,1337.8
ROW601,Gangetic West Bengal,1939,1698.5
ROW602,Gangetic West Bengal,1940,1358.7
ROW603,Gangetic West Bengal,1941,1801.1
ROW604,Gangetic West Bengal,1942,1615.7
ROW605,Gangetic West Bengal,1943,1446.3
ROW606,Gangetic West Bengal,1944,1406.4
ROW607,Gangetic West Bengal,1945,1271.5
ROW608,Gangetic West Bengal,1946,1714.2
ROW609,Gangetic West Bengal,1947,1363.1
ROW610,Gangetic West Bengal,1948,1532
ROW611,Gangetic West Bengal,1949,1493.5
ROW612,Gangetic West Bengal,1950,1615.8
ROW613,Gangetic West Bengal,1951,1214
ROW614,Gangetic West Bengal,1952,1395.7
ROW615,Gangetic West Bengal,1953,1505.8
ROW616,Gangetic West Bengal,1954,1080
ROW617,Gangetic West Bengal,1955,1268.3
ROW618,Gangetic West Bengal,1956,1714.2
ROW619,Gangetic West Bengal,1957,1130.6
ROW620,Gangetic West Bengal,1958,1151.1
ROW621,Gangetic West Bengal,1959,1812.6
ROW622,Gangetic West Bengal,1960,1245.5
ROW623,Gangetic West Bengal,1961,1290.5
ROW624,Gangetic West Bengal,1962,1173.4
ROW625,Gangetic West Bengal,1963,1289.6
ROW626,Gangetic West Bengal,1964,1278.4
ROW627,Gangetic West Bengal,1965,1263.9
ROW628,Gangetic West Bengal,1966,1118.7
ROW629,Gangetic West Bengal,1967,1348.4
ROW630,Gangetic West Bengal,1968,1597.8
ROW631,Gangetic West Bengal,1969,1404.1
ROW632,Gangetic West Bengal,1970,1648.4
ROW633,Gangetic West Bengal,1971,2099.8
ROW634,Gangetic West Bengal,1972,1333.2
ROW635,Gangetic West Bengal,1973,1735.1
ROW636,Gangetic West Bengal,1974,1470.6
ROW637,Gangetic West Bengal,1975,1466.2
ROW638,Gangetic West Bengal,1976,1240.6
ROW639,Gangetic West Bengal,1977,1840.6
ROW640,Gangetic West Bengal,1978,1872.7
ROW641,Gangetic West Bengal,1979,1157.8
ROW642,Gangetic West Bengal,1980,1520.8
ROW643,Gangetic West Bengal,1981,1909.1
ROW644,Gangetic West Bengal,1982,1111
ROW645,Gangetic West Bengal,1983,1463.6
ROW646,Gangetic West Bengal,1984,1831.7
ROW647,Gangetic West Bengal,1985,1413.5
ROW648,Gangetic West Bengal,1986,1790.8
ROW649,Gangetic West Bengal,1987,1591.5
ROW650,Gangetic West Bengal,1988,1681.5
ROW651,Gangetic West Bengal,1989,1626.2
ROW652,Gangetic West Bengal,1990,1961.3
ROW653,Gangetic West Bengal,1991,1609.3
ROW654,Gangetic West Bengal,1992,1414.6
ROW655,Gangetic West Bengal,1993,1759.7
ROW656,Gangetic West Bengal,1994,1530.8
ROW657,Gangetic West Bengal,1995,1936.1
ROW658,Gangetic West Bengal,1996,1504.1
ROW659,Gangetic West Bengal,1997,1657.9
ROW660,Gangetic West Bengal,1998,1632.8
ROW661,Gangetic West Bengal,1999,1957
ROW662,Gangetic West Bengal,2000,1572
ROW663,Gangetic West Bengal,2001,1540.7
ROW664,Gangetic West Bengal,2002,1613.4
ROW665,Gangetic West Bengal,2003,1496.7
ROW666,Gangetic West Bengal,2004,1569.4
ROW667,Gangetic West Bengal,2005,1604.8
ROW668,Gangetic West Bengal,2006,1660.4
ROW669,Gangetic West Bengal,2007,1941.5
ROW670,Gangetic West Bengal,2008,1555.4
ROW671,Gangetic West Bengal,2009,1314.9
ROW672,Gangetic West Bengal,2010,1064.9
ROW673,Gangetic West Bengal,2011,1686.4
ROW674,Gangetic West Bengal,2012,1268
ROW675,Gangetic West Bengal,2013,1764
ROW676,Gangetic West Bengal,2014,1261.3
ROW677,Gangetic West Bengal,2015,1530.2
ROW678,Gangetic West Bengal,2016,1427
ROW679,Gangetic West Bengal,2017,1568.7
ROW680,Orissa,1901,1284.2
ROW681,Orissa,1902,1348.9
ROW682,Orissa,1903,1568.2
ROW683,Orissa,1904,1514.8
ROW684,Orissa,1905,1357.3
ROW685,Orissa,1906,1408.2
ROW686,Orissa,1907,1447.2
ROW687,Orissa,1908,1430.6
ROW688,Orissa,1909,1535.3
ROW689,Orissa,1910,1598.5
ROW690,Orissa,1911,1417.3
ROW691,Orissa,1912,1397.2
ROW692,Orissa,1913,1544.3
ROW693,Orissa,1914,1598.6
ROW694,Orissa,1915,1436.9
ROW695,Orissa,1916,1479.5
ROW696,Orissa,1917,1850
ROW697,Orissa,1918,1297.5
ROW698,Orissa,1919,1757.9
ROW699,Orissa,1920,1402.5
ROW700,Orissa,1921,1324.1
ROW701,Orissa,1922,1466.6
ROW702,Orissa,1923,1258.6
ROW703,Orissa,1924,1263.5
ROW704,Orissa,1925,1807.9
ROW705,Orissa,1926,1535.7
ROW706,Orissa,1927,1525.6
ROW707,Orissa,1928,1585.5
ROW708,Orissa,1929,1637.8
ROW709,Orissa,1930,1446.1
ROW710,Orissa,1931,1477
ROW711,Orissa,1932,1440.2
ROW712,Orissa,1933,1851
ROW713,Orissa,1934,1488.9
ROW714,Orissa,1935,1219.3
ROW715,Orissa,1936,1875.9
ROW716,Orissa,1937,1567.4
ROW717,Orissa,1938,1441.6
ROW718,Orissa,1939,1563.6
ROW719,Orissa,1940,1687.7
ROW720,Orissa,1941,1435.3
ROW721,Orissa,1942,1448
ROW722,Orissa,1943,1586.5
ROW723,Orissa,1944,1608.2
ROW724,Orissa,1945,1538.6
ROW725,Orissa,1946,1614.9
ROW726,Orissa,1947,1410.9
ROW727,Orissa,1948,1333.9
ROW728,Orissa,1949,1348.9
ROW729,Orissa,1950,1392.8
ROW730,Orissa,1951,1396.3
ROW731,Orissa,1952,1516.9
ROW732,Orissa,1953,1437.8
ROW733,Orissa,1954,1208
ROW734,Orissa,1955,1597.1
ROW735,Orissa,1956,1885.4
ROW736,Orissa,1957,1277.5
ROW737,Orissa,1958,1624
ROW738,Orissa,1959,1495.8
ROW739,Orissa,1960,1593
ROW740,Orissa,1961,1945.2
ROW741,Orissa,1962,1346.6
ROW742,Orissa,1963,1562.1
ROW743,Orissa,1964,1354.5
ROW744,Orissa,1965,1174.6
ROW745,Orissa,1966,1286.9
ROW746,Orissa,1967,1427.5
ROW747,Orissa,1968,1464.1
ROW748,Orissa,1969,1283.1
ROW749,Orissa,1970,1412.3
ROW750,Orissa,1971,1596.8
ROW751,Orissa,1972,1325
ROW752,Orissa,1973,1573.5
ROW753,Orissa,1974,987
ROW754,Orissa,1975,1392
ROW755,Orissa,1976,1179
ROW756,Orissa,1977,1477.9
ROW757,Orissa,1978,1438.9
ROW758,Orissa,1979,996
ROW759,Orissa,1980,1462.9
ROW760,Orissa,1981,1295.6
ROW761,Orissa,1982,1258.6
ROW762,Orissa,1983,1432.1
ROW763,Orissa,1984,1377.4
ROW764,Orissa,1985,1607.3
ROW765,Orissa,1986,1559.9
ROW766,Orissa,1987,1097.7
ROW767,Orissa,1988,1306.9
ROW768,Orissa,1989,1299.7
ROW769,Orissa,1990,1905.1
ROW770,Orissa,1991,1472.6
ROW771,Orissa,1992,1329.4
ROW772,Orissa,1993,1448.1
ROW773,Orissa,1994,1744.7
ROW774,Orissa,1995,1614
ROW775,Orissa,1996,1061.6
ROW776,Orissa,1997,1504.6
ROW777,Orissa,1998,1357.2
ROW778,Orissa,1999,1484.4
ROW779,Orissa,2000,1097.2
ROW780,Orissa,2001,1672.5
ROW781,Orissa,2002,1102.8
ROW782,Orissa,2003,1648.2
ROW783,Orissa,2004,1290.4
ROW784,Orissa,2005,1503.4
ROW785,Orissa,2006,1716.9
ROW786,Orissa,2007,1633.8
ROW787,Orissa,2008,1539
ROW788,Orissa,2009,1330.3
ROW789,Orissa,2010,1292.2
ROW790,Orissa,2011,1346.3
ROW791,Orissa,2012,1405.9
ROW792,Orissa,2013,1632.3
ROW793,Orissa,2014,1537
ROW794,Orissa,2015,1210
ROW795,Orissa,2016,1253.5
ROW796,Orissa,2017,1344.4
ROW797,Jharkhand,1901,1274.5
ROW798,Jharkhand,1902,1197.6
ROW799,Jharkhand,1903,1174.3
ROW800,Jharkhand,1904,1480.8
ROW801,Jharkhand,1905,1354.7
ROW802,Jharkhand,1906,1314.3
ROW803,Jharkhand,1907,1455.6
ROW804,Jharkhand,1908,1214.2
ROW805,Jharkhand,1909,1447.9
ROW806,Jharkhand,1910,1297.4
ROW807,Jharkhand,1911,1475.4
ROW808,Jharkhand,1912,1142.8
ROW809,Jharkhand,1913,1585.8
ROW810,Jharkhand,1914,1215.4
ROW811,Jharkhand,1915,1102.2
ROW812,Jharkhand,1916,1364.3
ROW813,Jharkhand,1917,1724.3
ROW814,Jharkhand,1918,1162.7
ROW815,Jharkhand,1919,1633.4
ROW816,Jharkhand,1920,1415
ROW817,Jharkhand,1921,1233.7
ROW818,Jharkhand,1922,1443.2
ROW819,Jharkhand,1923,1431.8
ROW820,Jharkhand,1924,1431.9
ROW821,Jharkhand,1925,1327.6
ROW822,Jharkhand,1926,1478.4
ROW823,Jharkhand,1927,1283.1
ROW824,Jharkhand,1928,1384
ROW825,Jharkhand,1929,1611.5
ROW826,Jharkhand,1930,1434
ROW827,Jharkhand,1931,1350.5
ROW828,Jharkhand,1932,1193.7
ROW829,Jharkhand,1933,1535.7
ROW830,Jharkhand,1934,1197.4
ROW831,Jharkhand,1935,1151.6
ROW832,Jharkhand,1936,1664.4
ROW833,Jharkhand,1937,1450.4
ROW834,Jharkhand,1938,1229.7
ROW835,Jharkhand,1939,1519.8
ROW836,Jharkhand,1940,1231.9
ROW837,Jharkhand,1941,1513.6
ROW838,Jharkhand,1942,1589
ROW839,Jharkhand,1943,1556.1
ROW840,Jharkhand,1944,1386.5
ROW841,Jharkhand,1945,1308.7
ROW842,Jharkhand,1946,1553.2
ROW843,Jharkhand,1947,1234.6
ROW844,Jharkhand,1948,1402.7
ROW845,Jharkhand,1949,1436.7
ROW846,Jharkhand,1950,1392.9
ROW847,Jharkhand,1951,1071.6
ROW848,Jharkhand,1952,1387.3
ROW849,Jharkhand,1953,1509.4
ROW850,Jharkhand,1954,1059.5
ROW851,Jharkhand,1955,1080.8
ROW852,Jharkhand,1956,1555.7
ROW853,Jharkhand,1957,1377.4
ROW854,Jharkhand,1958,1180.5
ROW855,Jharkhand,1959,1599.9
ROW856,Jharkhand,1960,1248.8
ROW857,Jharkhand,1961,1560.6
ROW858,Jharkhand,1962,1047.7
ROW859,Jharkhand,1963,1314.9
ROW860,Jharkhand,1964,1150.4
ROW861,Jharkhand,1965,1012.4
ROW862,Jharkhand,1966,879.7
ROW863,Jharkhand,1967,1225.3
ROW864,Jharkhand,1968,1293.2
ROW865,Jharkhand,1969,1158.1
ROW866,Jharkhand,1970,1291.4
ROW867,Jharkhand,1971,1898.7
ROW868,Jharkhand,1972,996.2
ROW869,Jharkhand,1973,1441.2
ROW870,Jharkhand,1974,1127
ROW871,Jharkhand,1975,1361.5
ROW872,Jharkhand,1976,1191.7
ROW873,Jharkhand,1977,1521.5
ROW874,Jharkhand,1978,1556.3
ROW875,Jharkhand,1979,882.8
ROW876,Jharkhand,1980,1340.4
ROW877,Jharkhand,1981,1167.2
ROW878,Jharkhand,1982,1085.3
ROW879,Jharkhand,1983,1261.8
ROW880,Jharkhand,1984,1529.8
ROW881,Jharkhand,1985,1240.3
ROW882,Jharkhand,1986,1335.5
ROW883,Jharkhand,1987,1332.7
ROW884,Jharkhand,1988,1153.6
ROW885,Jharkhand,1989,1148.9
ROW886,Jharkhand,1990,1404.5
ROW887,Jharkhand,1991,1251
ROW888,Jharkhand,1992,933.2
ROW889,Jharkhand,1993,1204
ROW890,Jharkhand,1994,1579.4
ROW891,Jharkhand,1995,1366.6
ROW892,Jharkhand,1996,1191.6
ROW893,Jharkhand,1997,1461.3
ROW894,Jharkhand,1998,1353.7
ROW895,Jharkhand,1999,1586.9
ROW896,Jharkhand,2000,1191.5
ROW897,Jharkhand,2001,1254.5
ROW898,Jharkhand,2002,1034.9
ROW899,Jharkhand,2003,1244.9
ROW900,Jharkhand,2004,1136.8
ROW901,Jharkhand,2005,960.5
ROW902,Jharkhand,2006,1459.3
ROW903,Jharkhand,2007,1437.3
ROW904,Jharkhand,2008,1325.4
ROW905,Jharkhand,2009,996.3
ROW906,Jharkhand,2010,697.1
ROW907,Jharkhand,2011,1374.6
ROW908,Jharkhand,2012,1064.9
ROW909,Jharkhand,2013,1253.5
ROW910,Jharkhand,2014,1156.6
ROW911,Jharkhand,2015,1081.8
ROW912,Jharkhand,2016,1264.1
ROW913,Jharkhand,2017,1165.7
ROW914,Bihar,1901,952.4
ROW915,Bihar,1902,1206.2
ROW916,Bihar,1903,1016.4
ROW917,Bihar,1904,1269.7
ROW918,Bihar,1905,1498.6
ROW919,Bihar,1906,1265.1
ROW920,Bihar,1907,1126.4
ROW921,Bihar,1908,737.5
ROW922,Bihar,1909,1390.6
ROW923,Bihar,1910,1398.4
ROW924,Bihar,1911,1449
ROW925,Bihar,1912,1129.4
ROW926,Bihar,1913,1529.9
ROW927,Bihar,1914,1059.9
ROW928,Bihar,1915,1349.5
ROW929,Bihar,1916,1504.6
ROW930,Bihar,1917,1334
ROW931,Bihar,1918,1411.6
ROW932,Bihar,1919,1252.6
ROW933,Bihar,1920,1123.8
ROW934,Bihar,1921,1272.4
ROW935,Bihar,1922,1449.2
ROW936,Bihar,1923,982.7
ROW937,Bihar,1924,1456.2
ROW938,Bihar,1925,1191.5
ROW939,Bihar,1926,1121.7
ROW940,Bihar,1927,1100.3
ROW941,Bihar,1928,1249.6
ROW942,Bihar,1929,1359.2
ROW943,Bihar,1930,1114.3
ROW944,Bihar,1931,1146.4
ROW945,Bihar,1932,927
ROW946,Bihar,1933,1392.6
ROW947,Bihar,1934,1226.3
ROW948,Bihar,1935,1240.3
ROW949,Bihar,1936,1572.5
ROW950,Bihar,1937,1306.4
ROW951,Bihar,1938,1506.7
ROW952,Bihar,1939,1243.2
ROW953,Bihar,1940,1088.2
ROW954,Bihar,1941,1223
ROW955,Bihar,1942,1252.6
ROW956,Bihar,1943,1169.8
ROW957,Bihar,1944,1228.9
ROW958,Bihar,1945,1242.8
ROW959,Bihar,1946,1393.8
ROW960,Bihar,1947,1092.2
ROW961,Bihar,1948,1299.3
ROW962,Bihar,1949,1444.4
ROW963,Bihar,1950,1124.6
ROW964,Bihar,1951,850.2
ROW965,Bihar,1952,1206.9
ROW966,Bihar,1953,1378.8
ROW967,Bihar,1954,1050.6
ROW968,Bihar,1955,1244.3
ROW969,Bihar,1956,1493.3
ROW970,Bihar,1957,966.8
ROW971,Bihar,1958,1167.5
ROW972,Bihar,1959,1179.7
ROW973,Bihar,1960,1247.8
ROW974,Bihar,1961,1258
ROW975,Bihar,1962,1178
ROW976,Bihar,1963,1326.2
ROW977,Bihar,1964,1122.3
ROW978,Bihar,1965,1002.8
ROW979,Bihar,1966,767
ROW980,Bihar,1967,999.8
ROW981,Bihar,1968,1140
ROW982,Bihar,1969,1288.5
ROW983,Bihar,1970,1074.6
ROW984,Bihar,1971,1432.5
ROW985,Bihar,1972,717.9
ROW986,Bihar,1973,1189.1
ROW987,Bihar,1974,1235.2
ROW988,Bihar,1975,1069.1
ROW989,Bihar,1976,1161.7
ROW990,Bihar,1977,1147.7
ROW991,Bihar,1978,1290.8
ROW992,Bihar,1979,1001.8
ROW993,Bihar,1980,1252
ROW994,Bihar,1981,1364.6
ROW995,Bihar,1982,933.6
ROW996,Bihar,1983,1104.3
ROW997,Bihar,1984,1426.2
ROW998,Bihar,1985,1455
ROW999,Bihar,1986,1322.1
ROW1000,Bihar,1987,1660.5
ROW1001,Bihar,1988,1337.5
ROW1002,Bihar,1989,1269.9
ROW1003,Bihar,1990,1239.2
ROW1004,Bihar,1991,1045.8
ROW1005,Bihar,1992,797.5
ROW1006,Bihar,1993,1208.4
ROW1007,Bihar,1994,969.3
ROW1008,Bihar,1995,1112
ROW1009,Bihar,1996,1107.3
ROW1010,Bihar,1997,1303.7
ROW1011,Bihar,1998,1332.6
ROW1012,Bihar,1999,1402.7
ROW1013,Bihar,2000,1207
ROW1014,Bihar,2001,1247.1
ROW1015,Bihar,2002,1105.8
ROW1016,Bihar,2003,1353.8
ROW1017,Bihar,2004,1147.6
ROW1018,Bihar,2005,907.8
ROW1019,Bihar,2006,1052.8
ROW1020,Bihar,2007,1600.1
ROW1021,Bihar,2008,1197.6
ROW1022,Bihar,2009,889.5
ROW1023,Bihar,2010,629.2
ROW1024,Bihar,2011,1097.3
ROW1025,Bihar,2012,1032.4
ROW1026,Bihar,2013,1069.8
ROW1027,Bihar,2014,1061
ROW1028,Bihar,2015,872.7
ROW1029,Bihar,2016,1158
ROW1030,Bihar,2017,1112
ROW1031,East Uttar Pradesh,1901,873.2
ROW1032,East Uttar Pradesh,1902,905.2
ROW1033,East Uttar Pradesh,1903,1216.4
ROW1034,East Uttar Pradesh,1904,1071.3
ROW1035,East Uttar Pradesh,1905,891.5
ROW1036,East Uttar Pradesh,1906,997.5
ROW1037,East Uttar Pradesh,1907,666.4
ROW1038,East Uttar Pradesh,1908,744.7
ROW1039,East Uttar Pradesh,1909,1106.6
ROW1040,East Uttar Pradesh,1910,1116.3
ROW1041,East Uttar Pradesh,1911,1113.9
ROW1042,East Uttar Pradesh,1912,879.5
ROW1043,East Uttar Pradesh,1913,861.6
ROW1044,East Uttar Pradesh,1914,988.8
ROW1045,East Uttar Pradesh,1915,1409.8
ROW1046,East Uttar Pradesh,1916,1201.8
ROW1047,East Uttar Pradesh,1917,1216.5
ROW1048,East Uttar Pradesh,1918,650.7
ROW1049,East Uttar Pradesh,1919,1023.5
ROW1050,East Uttar Pradesh,1920,860.2
ROW1051,East Uttar Pradesh,1921,1114.8
ROW1052,East Uttar Pradesh,1922,1364
ROW1053,East Uttar Pradesh,1923,1076
ROW1054,East Uttar Pradesh,1924,1120
ROW1055,East Uttar Pradesh,1925,1114.2
ROW1056,East Uttar Pradesh,1926,989.4
ROW1057,East Uttar Pradesh,1927,1031.1
ROW1058,East Uttar Pradesh,1928,804.8
ROW1059,East Uttar Pradesh,1929,1014.9
ROW1060,East Uttar Pradesh,1930,1069.4
ROW1061,East Uttar Pradesh,1931,1047.1
ROW1062,East Uttar Pradesh,1932,738.5
ROW1063,East Uttar Pradesh,1933,977.6
ROW1064,East Uttar Pradesh,1934,1068.3
ROW1065,East Uttar Pradesh,1935,919.8
ROW1066,East Uttar Pradesh,1936,1545.4
ROW1067,East Uttar Pradesh,1937,1035.3
ROW1068,East Uttar Pradesh,1938,1374.1
ROW1069,East Uttar Pradesh,1939,945
ROW1070,East Uttar Pradesh,1940,867
ROW1071,East Uttar Pradesh,1941,798.1
ROW1072,East Uttar Pradesh,1942,1028.7
ROW1073,East Uttar Pradesh,1943,1101
ROW1074,East Uttar Pradesh,1944,1061.4
ROW1075,East Uttar Pradesh,1945,980.5
ROW1076,East Uttar Pradesh,1946,1038.9
ROW1077,East Uttar Pradesh,1947,1006.3
ROW1078,East Uttar Pradesh,1948,1323.1
ROW1079,East Uttar Pradesh,1949,1131.1
ROW1080,East Uttar Pradesh,1950,951.4
ROW1081,East Uttar Pradesh,1951,752.6
ROW1082,East Uttar Pradesh,1952,936
ROW1083,East Uttar Pradesh,1953,1266.8
ROW1084,East Uttar Pradesh,1954,969.7
ROW1085,East Uttar Pradesh,1955,1424.3
ROW1086,East Uttar Pradesh,1956,1254.1
ROW1087,East Uttar Pradesh,1957,955.7
ROW1088,East Uttar Pradesh,1958,1016.9
ROW1089,East Uttar Pradesh,1959,869.2
ROW1090,East Uttar Pradesh,1960,1170
ROW1091,East Uttar Pradesh,1961,1214.1
ROW1092,East Uttar Pradesh,1962,1072
ROW1093,East Uttar Pradesh,1963,996.5
ROW1094,East Uttar Pradesh,1964,1036.8
ROW1095,East Uttar Pradesh,1965,685.5
ROW1096,East Uttar Pradesh,1966,707.7
ROW1097,East Uttar Pradesh,1967,1029.3
ROW1098,East Uttar Pradesh,1968,839.9
ROW1099,East Uttar Pradesh,1969,1024.7
ROW1100,East Uttar Pradesh,1970,1132.3
ROW1101,East Uttar Pradesh,1971,1311.1
ROW1102,East Uttar Pradesh,1972,666.8
ROW1103,East Uttar Pradesh,1973,955.6
ROW1104,East Uttar Pradesh,1974,882.1
ROW1105,East Uttar Pradesh,1975,1225.5
ROW1106,East Uttar Pradesh,1976,923.6
ROW1107,East Uttar Pradesh,1977,914.1
ROW1108,East Uttar Pradesh,1978,1116.5
ROW1109,East Uttar Pradesh,1979,696.5
ROW1110,East Uttar Pradesh,1980,1488.6
ROW1111,East Uttar Pradesh,1981,1110.3
ROW1112,East Uttar Pradesh,1982,1110.6
ROW1113,East Uttar Pradesh,1983,1205
ROW1114,East Uttar Pradesh,1984,1076.6
ROW1115,East Uttar Pradesh,1985,1175.9
ROW1116,East Uttar Pradesh,1986,935.6
ROW1117,East Uttar Pradesh,1987,824.6
ROW1118,East Uttar Pradesh,1988,1085.1
ROW1119,East Uttar Pradesh,1989,969.9
ROW1120,East Uttar Pradesh,1990,1106.2
ROW1121,East Uttar Pradesh,1991,875.3
ROW1122,East Uttar Pradesh,1992,863.4
ROW1123,East Uttar Pradesh,1993,833.8
ROW1124,East Uttar Pradesh,1994,910.3
ROW1125,East Uttar Pradesh,1995,860.2
ROW1126,East Uttar Pradesh,1996,1010.4
ROW1127,East Uttar Pradesh,1997,493.5
ROW1128,East Uttar Pradesh,1998,661
ROW1129,East Uttar Pradesh,1999,952.7
ROW1130,East Uttar Pradesh,2000,946.9
ROW1131,East Uttar Pradesh,2001,973.8
ROW1132,East Uttar Pradesh,2002,689.2
ROW1133,East Uttar Pradesh,2003,1096.3
ROW1134,East Uttar Pradesh,2004,746.9
ROW1135,East Uttar Pradesh,2005,770.1
ROW1136,East Uttar Pradesh,2006,632.1
ROW1137,East Uttar Pradesh,2007,741.3
ROW1138,East Uttar Pradesh,2008,953.3
ROW1139,East Uttar Pradesh,2009,610
ROW1140,East Uttar Pradesh,2010,692.1
ROW1141,East Uttar Pradesh,2011,781.2
ROW1142,East Uttar Pradesh,2012,602.7
ROW1143,East Uttar Pradesh,2013,1041.2
ROW1144,East Uttar Pradesh,2014,701.2
ROW1145,East Uttar Pradesh,2015,603.3
ROW1146,East Uttar Pradesh,2016,871.6
ROW1147,East Uttar Pradesh,2017,694.9
ROW1148,West Uttar Pradesh,1901,776
ROW1149,West Uttar Pradesh,1902,736.6
ROW1150,West Uttar Pradesh,1903,808.5
ROW1151,West Uttar Pradesh,1904,945.3
ROW1152,West Uttar Pradesh,1905,433.4
ROW1153,West Uttar Pradesh,1906,978.6
ROW1154,West Uttar Pradesh,1907,589.7
ROW1155,West Uttar Pradesh,1908,866.1
ROW1156,West Uttar Pradesh,1909,903
ROW1157,West Uttar Pradesh,1910,875.7
ROW1158,West Uttar Pradesh,1911,751.7
ROW1159,West Uttar Pradesh,1912,804.3
ROW1160,West Uttar Pradesh,1913,495.2
ROW1161,West Uttar Pradesh,1914,887.5
ROW1162,West Uttar Pradesh,1915,802.5
ROW1163,West Uttar Pradesh,1916,1114.2
ROW1164,West Uttar Pradesh,1917,1120.2
ROW1165,West Uttar Pradesh,1918,371.9
ROW1166,West Uttar Pradesh,1919,968.9
ROW1167,West Uttar Pradesh,1920,622.8
ROW1168,West Uttar Pradesh,1921,992.2
